state,mcl_date,rcl_date,drug_group,quarter,mcl_quarter,rcl_quarter,mcl_rel_q,rcl_rel_q,Q_Rate,mcl,rcl,study,treatment,lead1,lead2,lead3,lead4,lead5,lead6,lead7,lead8,lead9,lead10,lead11,lead12,lead13,lead14,lead15,lead16,lead17,lead18,lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,lag14,lag15,lag16,sid,log_rate
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,9,,19,,-10,15.543149042,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.7442631289
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,10,,19,,-9,15.543149042,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.7442631289
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,11,,19,,-8,17.643574588,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.8709382891
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,12,,19,,-7,15.879217129,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.7656407112
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,13,,19,,-6,15.264072821,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.7261568041
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,14,,19,,-5,10.554016065,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.3574535151
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,15,,19,,-4,11.077355704,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.4058053333
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,16,,19,,-3,9.5945600589,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.2622379918
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,17,,19,,-2,14.354008357,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.6647256582
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,18,,19,,-1,14.61658168,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.6828405364
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,19,,19,,0,16.629643828,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.8117880306
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,20,,19,,1,13.478763945,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.6018570385
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,21,,19,,2,15.341631841,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.7312217773
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,22,,19,,3,16.831961791,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.823873498
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,23,,19,,4,15.516964776,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2.7425781755
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_blackrate,24,,19,,5,15.429298309,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2.7369160972
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,1,,19,,-18,6.605012452,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.88934168
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,2,,19,,-17,6.9858922136,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.9453231502
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,3,,19,,-16,7.4968284793,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.0158130702
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,4,,19,,-15,6.2520019412,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.8344999329
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,5,,19,,-14,7.0162376452,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.949651377
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,6,,19,,-13,6.7083442379,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.904841731
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,7,,19,,-12,6.8949463029,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.9322380103
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,8,,19,,-11,6.0365768038,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.7994922944
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,9,,19,,-10,6.7502747091,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.9110635267
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,10,,19,,-9,6.357599449,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.851222546
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,11,,19,,-8,7.6291193388,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.0332823267
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,12,,19,,-7,6.3949970928,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.8570784815
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,13,,19,,-6,6.5909565541,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.887214571
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,14,,19,,-5,4.3037265885,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.4618021682
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,15,,19,,-4,4.6491449914,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.5388319531
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,16,,19,,-3,4.1450208357,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.4243174429
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,17,,19,,-2,9.9012729376,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.2936727899
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,18,,19,,-1,10.039946228,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.307567284
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,19,,19,,0,11.380454702,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.4327756978
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,20,,19,,1,10.881230857,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.3879579569
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,21,,19,,2,11.848934814,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.4730815762
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,22,,19,,3,11.683472574,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.4590307865
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,23,,19,,4,12.060358786,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2.4907527601
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_fullpoprate,24,,19,,5,10.598775671,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2.3616815521
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,1,,19,,-18,3.1705075713,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.1570407977
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,2,,19,,-17,3.1827489133,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.160882274
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,3,,19,,-16,3.6601612503,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.3002355985
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,4,,19,,-15,3.5499891725,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2697575034
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,5,,19,,-14,3.3480448906,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2113589268
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,6,,19,,-13,3.6332487146,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2928757876
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,7,,19,,-12,3.3356447243,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2076594177
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,8,,19,,-11,3.2984442255,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.1964780564
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,9,,19,,-10,3.5961829838,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2826498678
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,10,,19,,-9,3.2077451005,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.1686808349
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,11,,19,,-8,3.8718485784,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.3563114779
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,12,,19,,-7,3.2077451005,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.1686808349
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,13,,19,,-6,3.295604946,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.1956194962
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,14,,19,,-5,2.4150998078,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.8858726814
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,15,,19,,-4,2.0377404628,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.716736972
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,16,,19,,-3,1.7484316317,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.5644222934
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,17,,19,,-2,2.9870861612,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.0976405371
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,18,,19,,-1,2.9446157418,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.0833686058
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,19,,19,,0,3.8789649676,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.3581430471
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,20,,19,,1,3.1144974192,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.1392734444
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,21,,19,,2,3.8311657559,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.3457759028
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,22,,19,,3,3.5484228957,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2693174399
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,23,,19,,4,3.930125757,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1.3712126408
ct,10/01/2012,07/01/2021,cocaine_crack_no_c_whiterate,24,,19,,5,3.2374057494,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1.1778564466
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,1,,19,,-18,3.7336093021,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.3200502001
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,2,,19,,-17,3.6356785664,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2935425117
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,3,,19,,-16,4.2110216391,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.4400771933
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,4,,19,,-15,4.0274015095,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.3956012943
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,5,,19,,-14,3.9804533699,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.383904851
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,6,,19,,-13,4.3028576927,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.4616007222
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,7,,19,,-12,3.8936522061,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.361912578
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,8,,19,,-11,4.1292553651,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.4205159081
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,9,,19,,-10,4.1851049359,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.4339183541
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,10,,19,,-9,3.6087132381,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2861185036
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,11,,19,,-8,4.3229377332,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.4662457723
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,12,,19,,-7,3.5961829838,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2826498678
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,13,,19,,-6,4.0377449911,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.3981599337
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,14,,19,,-5,2.6792513492,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.989262846
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,15,,19,,-4,2.3647852284,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.8649070033
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,16,,19,,-3,2.176105556,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.7821216759
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,17,,19,,-2,3.3126927095,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2007755113
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,18,,19,,-1,3.1994382579,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.1660959243
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,19,,19,,0,3.9497489998,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.3761806394
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,20,,19,,1,3.1286542257,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.1437941175
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,21,,19,,2,3.930125757,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.3712126408
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,22,,19,,3,3.6049714677,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2850839628
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,23,,19,,4,4.000811472,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1.3889935829
ct,10/01/2012,07/01/2021,cocaine_crack_whiterate,24,,19,,5,3.3222286075,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1.2036413316
ct,10/01/2012,07/01/2021,meth_RR,1,,19,,-18,2.3281949711,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.8493792518
ct,10/01/2012,07/01/2021,meth_RR,2,,19,,-17,2.8650736341,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.0560782858
ct,10/01/2012,07/01/2021,meth_RR,3,,19,,-16,2.8279051112,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.0430661431
ct,10/01/2012,07/01/2021,meth_RR,4,,19,,-15,2.5801149591,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9517022605
ct,10/01/2012,07/01/2021,meth_RR,5,,19,,-14,4.2336238014,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.4454175744
ct,10/01/2012,07/01/2021,meth_RR,6,,19,,-13,5.7211132451,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.7459097955
ct,10/01/2012,07/01/2021,meth_RR,7,,19,,-12,4.8947302208,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.5902000906
ct,10/01/2012,07/01/2021,meth_RR,8,,19,,-11,4.1192015364,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.4180840557
ct,10/01/2012,07/01/2021,meth_RR,9,,19,,-10,3.8102184463,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.3403076059
ct,10/01/2012,07/01/2021,meth_RR,10,,19,,-9,3.7250739,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.3177676042
ct,10/01/2012,07/01/2021,meth_RR,11,,19,,-8,1.6283894477,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.4937137152
ct,10/01/2012,07/01/2021,meth_RR,12,,19,,-7,3.017309859,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.1076743898
ct,10/01/2012,07/01/2021,meth_RR,13,,19,,-6,2.9658111298,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.0905166505
ct,10/01/2012,07/01/2021,meth_RR,14,,19,,-5,9.0805452103,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.2072348855
